name,description,key_skills,experience_id,premium,employer_name,salary_from,salary_to,salary_gross,salary_currency,area_name,published_at
Инженер технической поддержки/HelpDesk,"Компания ООО «Корпоративные Решения» проводит отбор на вакансию инженер технической поддержки/ HelpDesk Основные направления деятельности компании: • Проектная-дистрибуция (первый поставщик) продукции Lexmark (оптовые продажи и гос. заказы) • Проектная-дистрибуция (первый поставщик) программного обеспечения и готовых решений Lexmark (инсталляция, сопровождение, курирование, обслуживание) • Сервисный Центр (гарантийное и после гарантийное обслуживание печатного оборудования, программного обеспечения и расходных материалов Lexmark) Головной офис и Сервисный центр, а также склады компании находятся в г.Минске. В г. Гомеле, г.Бресте, г.Гродно, г.Витебске, г.Могилеве работают Представительства компании (филиалы) и Сервисные центры. Обязанности:  Техническая поддержка клиентов компании. Прием входящих звонков от клиентов компании. Исходящие звонки клиентам компании в рамках горячих звонков.  Требования:  Хорошо поставленная речь и коммуникабельность. Аналитический склад ума. Презентабельный внешний вид. Наличие инициативы и участия в процессе. Высокая способность к многозадачности. Наличие технического образования приветствуется.  Условия:  Новый, комфортабельный офис в бизнес - центре по адресу Тимирязева. (в распоряжении комфортабельный конференц-зал для встречи делегации клиентов, уютная комната переговоров для встречи клиентов, Демо-зал, просторный офис, ресепшен, видео-пропускная система входа). Новый , комфортабельный сервисный центр в бизнес - центре по адресу Тимирязева (располагается напротив головного офиса компании). Оборудованное рабочее место. Рабочий моноблок. Рабочий мобильный телефон + оплата мобильной связи. Участие выставках от производителей из портфеля компании. Сервисный центр закрытого типа – работа исключительно с корпоративными клиентами компании (юридические лица) График работы: 8:30-17:30, обед 13:00-14:00 Условия оплаты и карьерный рост:Инженер технической поддержки/ HelpDesk - стажер – 1 040 (испытательный срок 3 месяца)Инженер технической поддержки/ HelpDesk – 1 170 рублей на рукиВедущий инженер технической поддержки/ HelpDesk – 1 430 рублей на руки ","Обучаемость, Стрессоустойчивость, Уверенность в себе",Нет опыта,Нет,Корпоративные Решения,1040,1430,С вычетом налогов,Белорусские рубли,Минск,18:44:48 22/01/2016
Reporting and Visualization Analyst (BI),"With over 1,500 employees of more than 88 nationalities, Exness is the place for global teamwork, incredible leadership, a learning culture, and constant development. Unlimited by time zones, Exnessians from around the world have worked seamlessly together since 2008 to provide our traders with the best possible trading experience. Today, we stand proud with over 300,000 active traders and 2.5 trillion USD in monthly trading volume. Your role at Exness: Our Reporting and Visualization Analyst is a core role in the Business Analysis &amp; Reporting Team, part of the Data Office department. The selected candidate will be reporting to the Business Analysis &amp; Reporting Team Lead and will be engaged in the activities and projects of all cross-functional business domains within the Business Intelligence department. You will:  Define business and data requirements to provide practical self-service data analysis and reporting automation through constant collaboration with BI analysts and key stakeholders. Build and maintain reports and dashboards in Tableau, Metabase, and other BI tools. Streamline and automate existing management and operational reports. Regularly monitor, analyze and explain the behavior of KPIs and metrics in key business domains and effectively communicate insights to the management and key stakeholders. Translate data analysis and data insights into visuals for non-technical audiences. Ensure data and metrics numbers consistent across all data sources and reports provided by the team. Provide workshops on BI data/ instruments and various data insights. Provide daily support to business users with issues/ questions related to BI reporting and visualization instruments.  The ideal candidate:  3+ years of experience in business reporting automation and dashboarding. Strong knowledge of SQL. Strong data visualization skills, including proficiency in Tableau Desktop is a must. Experience with analytical database design and data architecture. Basic knowledge of mathematical statistics is a must. Mathematical/ engineering education would be an advantage. Good customer management skills (to understand the needs of stakeholders and manage their expectations). Excellent verbal and written communication skills. At least upper-intermediate English knowledge. Knowledge of Russian would be an advantage but is not mandatory.  What we offer:  An amazing work culture with the ability to thrive and grow within the company Medical insurance for employees, spouse and children including dental and optical Reimbursement of home working equipment Reimbursement of co-working expenses &#39;Get to know your Team&#39; Trip to Cyprus or full relocation support to Cyprus if needed Sports activities compensation Birthday, marriage and baby delivery bonus Extensive learning opportunities and professional development Language courses allowance Flexible public holidays 21 days annual leave, paid sick leave and maternity leave Flexible public holidays and Christmas breakSounds like you? Apply and we will arrange a video call:) ","Tableau, Английский язык, SQL, Analytical skills, Reporting, Design, Data Analysis",Более 6 лет,Нет,EXNESS Global Limited,4000,5000,С вычетом налогов,Евро,Москва,19:54:56 10/12/2014
Руководитель - администратор магазина компьютерной техники,"Здравствуйте, уважаемые соискатели! Внимание! Вакансия открыта до 15 мая. Меня зовут Владимир Олегович. Я являюсь основателем компании Reload Computers. Мы одна из лучших компаний в Москве и МО, которая специализируется на выкупе и продаже поддержанной компьютерной техники . За 5 лет мы выросли из маленького офиса на 10 м2 и нескольких клиентов в офис на 140 м2 и более 1000 клиентов по всей России. Мы продолжаем рости и для этого собираем новую команду на 2022-2023 год. Я хочу чтобы частью этой команды стал ответственный, профессиональный и надежный руководитель, который будет помогать мне развивать компанию дальше.  Гарантирую вам своевременную выплату ЗП! ЗА 5 года у нас не было задержек. ЗП складывается из оклада 70 000 руб. + бонусы от показателей прибыли. Комфортное рабочее место. Отдельный кабинет со всем необходимым оборудованием. Адекватный и дружественный коллектив. Мы помогаем друг другу становиться лучше и не создаем сложностей. Развивающую и интересную работу. В процессе работы вы будете взаимодействовать с отделом закупок, отделом продаж и производством и будете обучаться дополнительным полезным навыкам в работе с компьютерной техникой.  Нам требуется руководитель:   С опытом работы в сфере администрирования от 5 лет. C опытом выстраивания отделов закупок и отделов продаж. С опытом найма специалистов. С опытом работы с дистрибьюторами и поставщиками. С опытом работы на руководящих должностях со штатом от 15 человек. С опытом работы с компьютерной техникой, понимание компьютерного железа и устройств. Мне важно чтобы вы общались с коллективом и клиентами на одном языке. С опытом работы в 1С, Мой Склад или другими системами автоматизации склада, продаж и бухгалтерии. Мы регулярно внедряем системы автоматизации и мне требуется чтобы вы уже понимали как они работают, как в них работать и что это дает бизнесу. Наличие рекомендаций с прошлых мест работы обязательно! Опыт работы в компьютерных магазинах и торговых организациях обязателен!    Ваши обязанности:  Найм персонала и обучение; Выполнение планов по показателям; Контроль работы с подрядчиками; Ежедневное составление отчетности о работе магазина; Контроль соблюдения регламентов сотрудниками; Контроль работы отдела продаж и отдела закупок; Организация работы офиса и сотрудников, закупка расходников, оплата сервисов; Поддержание порядка, наполнение витрины и подсортировка;  Условия  График работы 5/2, с 10:00 до 19:00; Оклад 70 000 руб. + бонусы от прибыли (средняя ЗП от 100 000 рублей) Адекватное и честное начальство; Перспектива роста и развития; Скидки на товары компании.  Если вы внимательно прочитали и изучили вакансию напишите в сопроводительном письме &quot;Я все внимательно изучил.&quot; Ждем ваших резюме!","Обучение персонала, 1С: Торговля, 1С: Розница, Обучение и развитие, 1С: Склад, Администрирование, Опыт продаж, Навыки межличностного общения, Умение работать в команде, Обеспечение жизнедеятельности офиса, Управление магазином, Развитие продаж, CRM, Internet Marketing",От 3 до 6 лет,Нет,Осин Константин Викторович,80000,150000,С вычетом налогов,Рубли,Москва,06:00:15 30/07/2008
Монтажник связи (линейщик),"ООО&quot;Комфорт XXI век&quot; -оператор связи,работающий в Крыму с 2012г. Оказываем полный спектр услуг связи:доступ в интернет, IP-TV, IP-телефонию, беспроводные Wi-Fi сети, системы видеонаблюдения. Владеем собственной разветвленной магистральной сетью, что позволяет обеспечивать своих партнеров защищенным гарантированным доступом к сети Интернет. В связи с активным развитием сети расширяем команду наших технических сотрудников. Обязанности:  подключение абонентов к услугам компании и их сервисным обслуживанием; обслуживание и модернизация сети компании; участие в строительстве сети.  Требования:  желание работать, интерес к обучению; желателен навык выполнения монтажных работ ВОЛС, построения слаботочных сетей, работы с электроинструментом; знание компьютерной техники; пунктуальность, ответственность, мобильность; внимательное и дружелюбное отношение к людям; готовность к разъездному характеру работы и физическому труду; отсутствие медицинских противопоказаний;  Условия:  работа в составе бригады оформление по ТК РФ; полный соц.пакет заработная плата (оклад+премия) выплачивается 2 раза в месяц график работы 5/2 + работа в выходные и праздничные дни за дополнительную оплату весь необходимый инструмент, материалы предоставляются обеспечение спецодеждой (летняя, зимняя) служебная мобильная связь ","Прокладка кабелей, Пользователь ПК, Монтаж оборудования, Поиск информации в интернет",Нет опыта,Нет,КОМФОРТ XXI ВЕК,23000,45000,Без вычета налогов,Рубли,Феодосия,17:23:53 06/04/2005
Руководитель ИТ-проектов,"Задачи  Управление проектами Фирмы 1С с Государственными заказчиками. Формирование бюджета проекта Формирование плана проекта Подготовка партнерских договоров с субподрядчиками Подготовка отчетной документации по проекту Ведение деловой проектной переписки Контроль выполнения задач Распределение задач между участниками Отчетность по проекту Управление коммуникациями и рисками проекта Организационная работы с Заказчиком и партнерами  Требования  Высшее техническое образование Опыт управления ИТ-проектами с государственными структурами не менее 5 лет. Опыт управления проектными командами более 10 человек. Опыт разработки технических заданий, текстов контрактов, регламентов и инструкций. Знание 1С:БГУ ред. 2 Хорошее владение MS Excel, MS Word, MS Project, MS Visio. Опыт планирования и бюджетирования проектов. Возможность получения отзывов от руководства с прошлых мест работы. Знание основных положений 44-ФЗ Опыт реализации проектов с использованием продуктов 1С  Приветствуется  Наличие сертификата «1С:Профессионал» или &quot;1С:Специалист&quot;. Знание каких-либо продуктов 1С: 1С:ЗКГУ, 1С:УЗ, 1С:ERP и др. Знакомство с технологиями проектного управления PM BOK. Опыт программирования на каком-либо языке. Опыт разработки какой-либо документации, знание требований к ее оформлению. Дополнительное юридическое или экономическое образование. Знание бюджетного и/или бухгалтерского законодательства. Знание основных положений ГОСТ 34 и 19, РД 50.  Личные качества  Инициативность Ответственность Коммуникабельность Навыки командной работы Системное мышление  Условия  Официальная зарплата Проектные премии Оформление по ТК в штат Фирмы 1С ","Грамотность, CorelDRAW, Пользователь ПК, умение работать с программами Word, Excel, Power Point, Исполнительность",От 3 до 6 лет,Нет,1С,50000,90000,С вычетом налогов,Рубли,Москва,18:04:18 23/09/2006
Дежурный инженер группы эксплуатации базовых сервисов,"Обязанности:  Планирование и выполнение работ по обеспечению и повышению отказоустойчивости, производительности, информационной безопасности ИТ-инфраструктуры Сопровождение и обеспечение бесперебойной работы информационных сервисов компании; Техническое обслуживание аппаратно-программных комплексов; Обеспечение работоспособности:  домена Microsoft Active Directory, систем на базе Windows Server; почтовой системы MS Exchange; фермы терминальных серверов Microsoft; файловых серверов и серверов сетевой печати Microsoft; платформы 1С: Предприятие. Настройка управляемого оборудования: L2/L3 коммутаторы, маршрутизаторы Ежедневное оперативное решение аварийных ситуаций на каналах связи Осуществление непрерывного и корректного функционирования корпоративной сети Своевременное выполнение регламентных операций, технических мероприятий и профилактических работ в корпоративной сети передачи данных   Управление средствами мониторинга и аудита сети, инфраструктуры; Участие в разработке и внедрении проектов по развитию систем Планирование и проведение изменений конфигураций, документирование проведенных изменений; Разработка и ведение эксплуатационной документации;  Подготовка статистических отчетов о режимах функционирования систем, о потребляемых аппаратно-программных ресурсах Требования:  Высшее или среднее специальное образование; Знание английского языка (чтение технической документации)  Опыт работы от 3 лет;  Знание и понимание основ ITIL/ITSM  Условия:  График работы 2/2 8:00 по 20:00 ; ДМС включая стоматологию с первого рабочего дня; Предоставление корпоративной мобильной связи; Оформление по ТК РФ. ","Cisco, Терминальные серверы, MS Exchange",От 3 до 6 лет,Нет,Газстройпром,15000,45000,С вычетом налогов,Рубли,Санкт-Петербург,07:32:37 25/04/2016
Аналитик в отдел сопровождения региональных проектов,"Обязанности:   организация работы по реализации мероприятий по созданию доступной среды жизнедеятельности инвалидов и других маломобильных групп населения в учреждениях сферы культуры Московской области;   подготовка аналитических, презентационных и информационных материалов (доклады, презентации, тезисы, справки, заявки, записки и др.);   подготовка проектов ответов по обращениям граждан и организаций по вопросам, отнесенным к компетенции отдела;   сбор, анализ, подготовка и направление отчётов в отраслевые ведомства;   оперативное выполнение поручений руководства.   Требования:  обязательные: высшее образование; высокий уровень грамотности (грамотная устная и письменная речь); аналитические навыки; уверенный пользователь ПК, MS Office, Linux; внимательность; ответственность; умение работать в режиме многозадачности; желательные: опыт работы с системами электронного документооборота;  Условия:  Официальное трудоустройство по ТК РФ; Место работы: Дом Правительства Московской области (здание «Новатор»), ст. м. Мякинино; График работы 5/2, с 09:00 до 18:00, ненормированный рабочий день ","Грамотная речь, Деловая переписка, Документооборот, Работа в режиме многозадачности, Деловая коммуникация, Подготовка отчетов",От 1 года до 3 лет,Нет,Министерство культуры и туризма Московской области,55000,90000,С вычетом налогов,Рубли,Москва,06:57:21 13/09/2005
Аналитик в отдел сопровождения региональных проектов,"Обязанности:   организация работы по реализации мероприятий по созданию доступной среды жизнедеятельности инвалидов и других маломобильных групп населения в учреждениях сферы культуры Московской области;   подготовка аналитических, презентационных и информационных материалов (доклады, презентации, тезисы, справки, заявки, записки и др.);   подготовка проектов ответов по обращениям граждан и организаций по вопросам, отнесенным к компетенции отдела;   сбор, анализ, подготовка и направление отчётов в отраслевые ведомства;   оперативное выполнение поручений руководства.   Требования:  обязательные: высшее образование; высокий уровень грамотности (грамотная устная и письменная речь); аналитические навыки; уверенный пользователь ПК, MS Office, Linux; внимательность; ответственность; умение работать в режиме многозадачности; желательные: опыт работы с системами электронного документооборота;  Условия:  Официальное трудоустройство по ТК РФ в подведомственное учреждение Минкультуры и туризма МО; Место работы: Дом Правительства Московской области (здание «Новатор»), ст. м. Мякинино; График работы 5/2, с 09:00 до 18:00, ненормированный рабочий день ","Грамотная речь, Деловая переписка, Документооборот, Работа в режиме многозадачности, Деловая коммуникация, Подготовка отчетов",От 1 года до 3 лет,Нет,Министерство культуры и туризма Московской области,55000,90000,С вычетом налогов,Рубли,Красногорск,05:28:57 21/01/2019
Редактор газеты,"Обязанности: развитие редакции и руководство процессом издания газеты, обеспечение непрерывного выхода материалов высокого качества.   Требования: опыт работы в СМИ (поиск, написание, обработка и редактирование новостей, подбор и обработка фотографий – навыки работы в фоторедакторах, умение находить интересные инфоповоды , факт-чекинг), грамотность , внимательность, активность. Условия: ​​​​​​​ пятидневка, з/плата обсуждается на собеседовании.","Грамотная речь, Грамотность, Поиск информации в интернет, Знание MS Office",Более 6 лет,Нет,Биржа труда,30000,88000,С вычетом налогов,Рубли,Петрозаводск,09:45:05 10/06/2020
Координатор / специалист по логистике,"Компания занимается Сервисным обслуживание Банкоматов в РФ. Необходим сотрудник который будет работать в офисе в графике 5/2 Работа заключается в обработке запросов на заказ запчастей, отправка запросов в отдел логистики, контроль остатков по базе учета, формирование отчетов по остаткам, взаимодействие с координацией, актуализация статусов. Необходимо знание компьютера, умение пользоваться excel. коммуникабельность, пунктуальность.","Пользователь ПК, Работа в команде, MS Outlook, Работа с базами данных, Excel",Нет опыта,Нет,АТМ-Сервис,37000,80000,Без вычета налогов,Рубли,Саратов,16:32:05 08/05/2006
Node.js backend разработчик,"О нас SDELKA - Санкт-Петербургская компания, связующее звено между IT и недвижимостью: мы оптимизируем самый консервативный в мире рынок, привносим инновации и развиваем торговлю недвижимости в России. За последний год мы:   Сделали CRM-систему, которая получила лучших клиентов от Владивостока до Калининграда.   Внедрили новую бизнес-модель на рынок недвижимости.   IT-деятельность В 2019 году мы собрали небольшую IT-команду на Дальнем Востоке и начали писать рыночную CRM-систему для недвижимости. MVP показал себя отлично и компания взяла раунд инвестиций. В 2020 году мы вышли на новый уровень, выбрав Санкт-Петербург в качестве штаб-квартиры. 2021 год в Петербурге мы встречаем командой из 11 разработчиков и планируем вырасти минимум в два раза. Что пишем:   Многомодульную CRM-систему, в которой уже работают 130 компаний России   Облачную платформу для взаимодействия с агентствами недвижимости, застройщиками, банками.   Мы в поиске опытного Backend-разработчика, который присоединится к команде и сможет взять на себя ряд поступающих задач. О команде и процессах Разрабатываем два продукта параллельно, распределяем силы по проектам в зависимости от загруженности разработчиков и сложности задач. Архитектор и старшие разработчики тесно взаимодействуют с топ-менеджментом компании и анализируют поступающие задачи, а затем распределяют их по командам. Устраиваем общекомандные конференции онлайн, каждый день пишем в таск-трекере краткий отчет о проделанной работе. Требования: Опыт коммерческой разработки на стэке более 1 года:- nestjs- typescript- typeorm- redis- postgresql  Работа в команде с git. Опыт разработки микросервисов. Опыт проектирования архитектуры приложения, баз данных. Знание библиотек nodejs для типовых задач разработки. Способность предложить и обосновать выбор того или иного решения. Способность быстро изучать новые библиотеки/технологии для внедрения в проект. Опыт написания качественного, хорошо структурированного кода, отвечающего принципам SOLID, общеизвестным guideline, с использованием eslint, prettier. ","PostgreSQL, Git, Базы данных, MS Dos, nodejs, nestjs, typescript, typeorm, Redis, вебсокеты, socket.io",От 1 года до 3 лет,Нет,СДЕЛКА,170000,250000,С вычетом налогов,Рубли,Санкт-Петербург,23:18:49 08/10/2016
Бизнес-аналитик,"Обязанности:  Проведение интервью сотрудников Компании. Определение границ бизнес-процесса и владельца процесса. Анализ запроса на разработку/актуализацию нормативной документации. Подготовка предложения по разработке/актуализации нормативной документации. Разработка модели бизнес-процесса («as is» и «to be»). Проведение анализа бизнес-процессов и подготовка предложений по их оптимизации и/или автоматизации. Определение причин неэффективности бизнес-процесса; Разработка предложений по повышению эффективности бизнес-процесса; Подготовка рекомендаций по внедрению оптимизированных бизнес-процессов; Тестирование и контроль процесса внедрения изменений в информационные системы. Моделирование, анализ и оптимизация бизнес-процесса с использованием Business Studio (IDEF0, BPMN2.0. и EPC). Разработка и корректировка регламентирующих документов. Разработка и корректировка локально-нормативных документов. Сбор и разработка функциональных требований к информационной системе. Сбор требований и разработка технического задания на автоматизацию бизнес-процессов.  Требования:  Образование высшее. Знание принципов процессного подхода. Навыки моделирование бизнес-процессов в нотациях: IDEF0, BPMN2.0. и EPC. Знание Business Studio (IDEF0, BPMN2.0. и EPC). Опыт работы бизнес-аналитиком (не менее 5- лет). Опыт выделения бизнес-процессов, определение их границ и владельцев. Опыт проведения интервью с руководителями разного уровня. Разработка сценарной модели процесса Опыт написания нормативных и распорядительных документов (не менее 5- лет). Опыт оптимизации и автоматизации бизнес-процессов. Выявление причины неэффективности бизнес-процесса; Разработка предложений по повышению эффективности бизнес-процесса; Тестирование и контроль внедрения изменений в информационные системы. Опыт написания ФЗ и ТЗ. Опыт написания локально-нормативных документов. Умение работать в команде. Грамотная письменная и устная речь. Личные качества: Энергичность, нацеленность на результат, стрессоустойчивость, аналитический склад ума, коммуникабельность, аккуратность, внимательность, бесконфликтность.  Условия:  Оформление согласно ТК РФ График работы 5/2 Офис рядом с м. Автозаводская или МЦК Зил ","IDEF0, Business Studio, Моделирование бизнес процессов, Оптимизация бизнес-процессов, EPC",От 3 до 6 лет,Нет,АС Монтаж,70000,150000,С вычетом налогов,Рубли,Москва,01:36:58 14/09/2023
Аналитик бизнес-процессов/Операционный директор,"Обязанности:  Разработка и реализация стратегии развития всех процессов внутри компании Строительство и моделирование бизнес-процессов Ведение проектов по улучшению бизнес-процессов с целью увеличения прибыли и снижения затрат Автоматизация и цифровизация БП Разработка документации, регламентирующей процессы внутри компании Договорная работа Отчетность на базе 1С  Требования:  Опыт выстраивания БП от 3 лет Знание 1С Битрикс 24 Аналитический склад ума Амбициозность  Условия:  Официальное оформление по ТК РФ 5/2 10-19 Достойный уровень заработной платы, по результатам собеседования Офис - метро Петроградская ","1С-Битрикс, 1С: Документооборот, Стратегическое мышление, Автоматизация процессов, Моделирование бизнес процессов, Оптимизация бизнес процессов",От 3 до 6 лет,Нет,Индотрейд,105200,370000,С вычетом налогов,Рубли,Санкт-Петербург,03:39:28 13/03/2007
Инженер AV (мультимедиа) оборудование,"Обязанности:  Помощь и подбор в формирование технико-коммерческого предложения, согласно ТЗ; Консультация и поддержка отдела продаж и отдела реализации проектов; Участие в предпроектных и проектных обследованиях объектов и сборе исходных данных, пресейл; Общение с техническим персоналом заказчика на стадии пресейла; Взаимодействие с производителями оборудования и программных обеспечений; Участие в реализациях проекта (пусконаладочные работы); Проведение обучений сотрудников компании.  Требования:  Релевантный опыт работы! Знание и понимание основных брендов AV оборудования (LG, Samsung, EliteBoard, Crestron, Extron, AV-BOX, Yamaha, L-acoustics, RCF и т.д.); Технический английский - чтение документации (как преимущество) Оперативное принятия решения, работа совместно с product-менеджерами брендов; Навыки работы в программах MS Office, AutoCAD, SketchUp; Создание структурных схем.  Условия:  оформление согласно ТК РФ; работа в молодой развивающейся компании; график работы 5/2; уровень зарплаты - по результатам собеседования (зависит от уровня квалификации) стабильные выплаты 2 раза в месяц; возможность повышения квалификации в рамках компании (обучения, тренинги); офис рядом с м. Павелецкая (8 минут).В сопроводительном письме напишете ожидаемый уровень заработной платы. ","Работа в команде, Деловое общение, SketchUp, Взаимодействие с заказчиком, Высокая энергичность, Работа в условиях многозадачности, Консультация, умение работать с программами Word, Excel, Power Point, Инженерные системы",От 3 до 6 лет,Нет,Умный Век,70000,150000,Без вычета налогов,Рубли,Москва,08:18:55 18/04/2024
